name,map_label,x_px,y_px,map_x,map_y,grid,region,sector,category,coordinate_source,svg_occurrence,canon,hyperroutes,wookieepedia
"Metagos","Metagos","3732.259","1487.619","812.491","173.361","—","Uncharted Region","Cadma","planet","svg","svg-0896","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Metagos"
"Midani","Midani","3044.849","3389.839","454.378","-817.621","—","Uncharted Region","Cor'ric","planet","svg","svg-0900","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Midani"
"Mikkia","Mikkia","2509.349","1338.969","175.404","250.802","—","Uncharted Region","Greater Plooriod","planet","svg","svg-0903","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mikkia"
"Mina-Rau","Mina-Rau","2824.869","1035.659","339.777","408.814","—","Uncharted Region","D'Astan","planet","svg","svg-0908","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mina-Rau"
"Minfar","Minfar","1760.099","2519.089","-214.926","-363.994","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0911","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Minfar"
"Mirran","Mirran","2580.709","2065.639","212.579","-127.765","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0913","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mirran"
"Mirrin Prime","Mirrin Prime","2991.279","856.774","426.47","502.006","—","Uncharted Region","Kalamith","planet","svg","svg-0914","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mirrin%20Prime"
"Miv’rah","Miv’rah","3477.629","3251.459","679.839","-745.53","—","Uncharted Region","Gaulus","planet","svg","svg-0915","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Miv%E2%80%99rah"
"Mohsenia","Mohsenia","3318.059","1190.459","596.71","328.17","—","Uncharted Region","Meridian","planet","svg","svg-0917","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mohsenia"
"Mokivj","Mokivj","1389.799","2978.089","-407.838","-603.115","—","Uncharted Region","Racanth Reach","planet","svg","svg-0918","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mokivj"
"Mokk","Mokk","2706.449","1876.789","278.085","-29.381","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0919","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mokk"
"Mol’leaj","Mol’leaj","2905.349","2673.209","381.704","-444.285","—","Uncharted Region","Thaere","planet","svg","svg-0922","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mol%E2%80%99leaj"
"Monnoc","Monnoc","2676.629","3648.589","262.55","-952.419","—","Uncharted Region","Rseik","planet","svg","svg-0927","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Monnoc"
"Monta","Monta","3214.549","3018.959","542.785","-624.407","—","Uncharted Region","Daimar","planet","svg","svg-0928","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Monta"
"Montross","Montross","2930.099","1534.709","394.598","148.829","—","Uncharted Region","Truum","planet","svg","svg-0930","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Montross"
"Mooga","Mooga","3188.849","1305.209","529.396","268.389","—","Uncharted Region","Perkell","planet","svg","svg-0931","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mooga"
"Moonus Mandel","Moonus Mandel","3339.349","2547.639","607.801","-378.868","—","Uncharted Region","Bothan Space","planet","svg","svg-0932","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Moonus%20Mandel"
"Morak","Morak","1476.599","3359.459","-362.618","-801.794","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0934","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Morak"
"Moraysi","Moraysi","3096.799","3467.779","481.442","-858.224","—","Uncharted Region","Dail","planet","svg","svg-0936","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Moraysi"
"Mrinzebon","Mrinzebon","2003.099","3046.709","-88.333","-638.863","—","Uncharted Region","Wornal","planet","svg","svg-0938","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mrinzebon"
"Mrisst","Mrisst","2053.109","1652.249","-62.279","87.595","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0939","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mrisst"
"Mulita","Mulita","1518.219","3570.959","-340.936","-911.977","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0944","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mulita"
"Mykapo","Mykapo","3755.399","1221.059","824.546","312.228","—","Uncharted Region","Ash Worlds","planet","svg","svg-0951","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mykapo"
"Mynos","Mynos","3365.089","3249.259","621.21","-744.384","—","Uncharted Region","Dalchon","planet","svg","svg-0952","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Mynos"
"Nacon","Nacon","2168.469","1840.709","-2.181","-10.585","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0960","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nacon"
"Nacronis","Nacronis","2430.429","1259.459","134.289","292.223","—","Uncharted Region","Hollan","planet","svg","svg-0961","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nacronis"
"Nadiri","Nadiri","2300.099","1682.459","66.393","71.857","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0963","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nadiri"
"Nag Ubdur","Nag Ubdur","3042.859","1236.299","453.341","304.289","—","Uncharted Region","Rolion","planet","svg","svg-0964","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nag%20Ubdur"
"Najan-Rovi","Najan-Rovi","2454.219","3235.709","146.683","-737.325","—","Uncharted Region","Brema","planet","svg","svg-0965","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Najan-Rovi"
"Nakadia","Nakadia","2390.879","2845.329","113.685","-533.952","—","Uncharted Region","Tregillis","planet","svg","svg-0968","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nakadia"
"Nantoon","Nantoon","2388.969","2440.339","112.69","-322.969","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0973","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nantoon"
"Nar Kanji","Nar Kanji","3521.699","1770.819","702.798","25.825","—","Uncharted Region","Suolriep","planet","svg","svg-0978","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nar%20Kanji"
"Naraka","Naraka","3559.759","1311.839","722.626","264.935","—","Uncharted Region","Phelleem","planet","svg","svg-0979","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Naraka"
"Naratar","Naratar","2030.879","3065.089","-73.86","-648.439","—","Uncharted Region","Wornal","planet","svg","svg-0980","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Naratar"
"Narkina","Narkina","3565.429","2872.059","725.58","-547.878","—","Uncharted Region","Abrion","planet","svg","svg-0981","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Narkina"
"Narq","Narq","2568.969","2025.209","206.463","-106.702","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0982","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Narq"
"Necropolis","Necropolis","1496.509","2992.709","-352.246","-610.732","—","Uncharted Region","Zuma","planet","svg","svg-0984","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Necropolis"
"Neijaia","Neijaia","2629.379","2819.459","237.935","-520.475","—","Uncharted Region","Majoor","planet","svg","svg-0988","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Neijaia"
"Nepotis","Nepotis","3707.499","1724.089","799.592","50.169","—","Uncharted Region","Calaron","planet","svg","svg-0991","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nepotis"
"Netalych","Netalych","2582.129","2598.959","213.319","-405.603","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0992","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Netalych"
"Nettehi","Nettehi","1181.849","1765.339","-516.171","28.68","—","Uncharted Region","Sin sector registrado","planet","svg","svg-0993","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nettehi"
"Nevarro","Nevarro","2096.469","3736.339","-39.691","-998.133","—","Uncharted Region","Dalicron","planet","svg","svg-0994","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nevarro"
"Niamos","Niamos","3422.699","1141.339","651.223","353.759","—","Uncharted Region","Belderone","planet","svg","svg-1001","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Niamos"
"Nithorni","Nithorni","2068.179","1563.209","-54.429","133.981","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1004","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nithorni"
"Nixus","Nixus","2977.009","3475.339","419.036","-862.163","—","Uncharted Region","Parmic","planet","svg","svg-1007","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nixus"
"Noctu","Noctu","1946.849","2418.959","-117.637","-311.83","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1009","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Noctu"
"Noomis Riga","Noomis Riga","3568.829","2717.739","727.351","-467.483","—","Uncharted Region","Yminis","planet","svg","svg-1012","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Noomis%20Riga"
"Nora","Nora","1818.259","1257.959","-184.627","293.005","—","Uncharted Region","Belshar","planet","svg","svg-1014","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nora"
"Norisyn","Norisyn","2761.859","3623.909","306.951","-939.562","—","Uncharted Region","Svivreni","planet","svg","svg-1015","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Norisyn"
"Novka","Novka","3425.099","2695.709","652.473","-456.006","—","Uncharted Region","Manda","planet","svg","svg-1019","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Novka"
"Novor","Novor","3620.509","1494.209","754.274","169.928","—","Uncharted Region","Tharin","planet","svg","svg-1020","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Novor"
"Numidian Prime","Numidian Prime","2208.629","1281.589","18.74","280.694","—","Uncharted Region","Bright Jewel","planet","svg","svg-1022","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Numidian%20Prime"
"Nurasenti","Nurasenti","3501.599","2857.709","692.327","-540.402","—","Uncharted Region","Abrion","planet","svg","svg-1024","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Nurasenti"
"Oanne","Oanne","2700.899","3266.239","275.194","-753.23","—","Uncharted Region","Bon'nyuw-Luq","planet","svg","svg-1026","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Oanne"
"Obreedan","Obreedan","2139.049","1163.459","-17.508","342.235","—","Uncharted Region","Irishi","planet","svg","svg-1030","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Obreedan"
"Obumubo","Obumubo","2178.259","2394.209","2.919","-298.937","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1032","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Obumubo"
"Ocktai","Ocktai","2012.099","3596.839","-83.644","-925.459","—","Uncharted Region","Kriz","planet","svg","svg-1033","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ocktai"
"Octero","Octero","3036.969","3406.709","450.273","-826.409","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1034","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Octero"
"Odona","Odona","3194.379","3270.339","532.277","-755.366","—","Uncharted Region","Kiblini","planet","svg","svg-1036","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Odona"
"Oetchi","Oetchi","2655.259","3217.709","251.417","-727.948","—","Uncharted Region","Bon'nyuw-Luq","planet","svg","svg-1037","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Oetchi"
"Olega","Olega","3034.549","1332.209","449.012","254.323","—","Uncharted Region","Esuain","planet","svg","svg-1041","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Olega"
"Olkrastrus","Olkrastrus","3258.589","1616.979","565.728","105.969","—","Uncharted Region","Taldot","planet","svg","svg-1042","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Olkrastrus"
"Omaka","Omaka","3415.759","3204.209","647.607","-720.915","—","Uncharted Region","Dalchon","planet","svg","svg-1043","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Omaka"
"Omereth","Omereth","3899.029","2400.019","899.372","-301.964","—","Uncharted Region","Albanin","planet","svg","svg-1044","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Omereth"
"Onod","Onod","2100.969","3134.459","-37.346","-684.578","—","Uncharted Region","Irnaj","planet","svg","svg-1047","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Onod"
"Ookbat","Ookbat","3238.179","1883.839","555.095","-33.054","—","Uncharted Region","Kastolar","planet","svg","svg-1048","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ookbat"
"Oosalon","Oosalon","3971.649","2215.059","937.204","-205.607","—","Uncharted Region","Baxel","planet","svg","svg-1050","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Oosalon"
"Orish","Orish","2490.529","3281.779","165.599","-761.326","—","Uncharted Region","Seswenna","planet","svg","svg-1062","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Orish"
"Oru","Oru","2205.259","525.893","16.985","674.382","—","Uncharted Region","Veragi","planet","svg","svg-1066","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Oru"
"Osseriton","Osseriton","1290.629","1606.709","-459.501","111.32","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1069","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Osseriton"
"Otomok","Otomok","2024.739","1049.719","-77.059","401.489","—","Uncharted Region","Prefsbelt","planet","svg","svg-1071","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Otomok"
"Oulanne","Oulanne","2191.759","2657.459","9.952","-436.08","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1073","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Oulanne"
"Ovanis","Ovanis","1384.349","2965.709","-410.677","-596.666","—","Uncharted Region","Racanth Reach","planet","svg","svg-1074","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ovanis"
"Pabu","Pabu","2231.499","582.045","30.655","645.129","—","Uncharted Region","Chopani","planet","svg","svg-1078","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pabu"
"Pacara","Pacara","1834.349","2867.839","-176.245","-545.679","—","Uncharted Region","Freestanding Subsectors","planet","svg","svg-1079","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pacara"
"Pagodon","Pagodon","3357.779","3354.309","617.402","-799.111","—","Uncharted Region","Pelgrin","planet","svg","svg-1080","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pagodon"
"Palagosal","Palagosal","3314.389","3169.689","594.798","-702.931","—","Uncharted Region","Savareen","planet","svg","svg-1082","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Palagosal"
"Palliduva","Palliduva","4023.849","2286.549","964.398","-242.85","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1085","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Palliduva"
"Pamarthe","Pamarthe","2581.349","3414.959","212.913","-830.707","—","Uncharted Region","Mayagil","planet","svg","svg-1086","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pamarthe"
"Pam’ba","Pam’ba","1566.259","2837.459","-315.909","-529.852","—","Uncharted Region","Freestanding Subsectors","planet","svg","svg-1087","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pam%E2%80%99ba"
"Pandem Nai","Pandem Nai","2990.459","1115.679","426.043","367.127","—","Uncharted Region","Gordian Reach","planet","svg","svg-1088","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pandem%20Nai"
"Panna","Panna","3624.429","1105.319","756.316","372.524","—","Uncharted Region","Cronese Mandate","planet","svg","svg-1089","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Panna"
"Pansha","Pansha","2160.599","2321.089","-6.281","-260.844","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1090","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pansha"
"Paradise","Paradise","2410.389","3746.539","123.849","-1003.447","—","Uncharted Region","Airam","planet","svg","svg-1093","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Paradise"
"Parnassos","Parnassos","1464.219","1129.709","-369.068","359.818","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1095","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Parnassos"
"Parozha","Parozha","2517.049","3045.959","179.415","-638.473","—","Uncharted Region","Dustig","planet","svg","svg-1096","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Parozha"
"Parwa","Parwa","2458.719","3307.709","149.027","-774.834","—","Uncharted Region","Seswenna","planet","svg","svg-1097","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Parwa"
"Pasher","Pasher","2372.879","2616.959","104.308","-414.981","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1099","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pasher"
"Pastoria","Pastoria","2966.309","3248.339","413.462","-743.905","—","Uncharted Region","Juris","planet","svg","svg-1100","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pastoria"
"Patrolia","Patrolia","2176.349","2672.089","1.924","-443.701","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1101","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Patrolia"
"Paucris Major","Paucris Major","2694.629","3413.459","271.927","-829.926","—","Uncharted Region","Tamarin","planet","svg","svg-1102","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Paucris%20Major"
"Perlandia","Perlandia","1623.969","3176.089","-285.844","-706.265","—","Uncharted Region","Stensen","planet","svg","svg-1107","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Perlandia"
"Persis","Persis","2257.349","2799.209","44.122","-509.926","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1108","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Persis"
"Petrusia","Petrusia","2961.259","2235.589","410.831","-216.302","—","Uncharted Region","Nuon e Safyd","planet","svg","svg-1110","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Petrusia"
"Phatrong","Phatrong","3022.159","1181.469","442.557","332.853","—","Uncharted Region","Thrasybule","planet","svg","svg-1112","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Phatrong"
"Pheryon","Pheryon","1966.789","1492.089","-107.249","171.032","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1113","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pheryon"
"Phothrell","Phothrell","2501.159","1461.959","171.137","186.729","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1116","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Phothrell"
"Phrill","Phrill","3079.379","3289.709","472.367","-765.457","—","Uncharted Region","Astal","planet","svg","svg-1117","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Phrill"
"Pijal","Pijal","2182.459","1474.869","5.107","180.003","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1120","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pijal"
"Pikori","Pikori","1787.299","896.067","-200.756","481.536","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1121","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pikori"
"Pinara","Pinara","2919.799","3537.859","389.232","-894.733","—","Uncharted Region","Sujimis","planet","svg","svg-1122","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pinara"
"Pipada","Pipada","2369.849","3381.959","102.73","-813.515","—","Uncharted Region","Videnda","planet","svg","svg-1123","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pipada"
"Pippip","Pippip","3216.829","728.598","543.973","568.781","—","Uncharted Region","Illisurevimurasi","planet","svg","svg-1124","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pippip"
"Pipyyr","Pipyyr","1331.469","3064.709","-438.225","-648.241","—","Uncharted Region","Bakura","planet","svg","svg-1125","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pipyyr"
"Pirros","Pirros","1658.849","2404.339","-267.673","-304.214","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1127","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pirros"
"Plazir","Plazir","2666.629","406.525","257.34","736.568","—","Uncharted Region","Gardaji","planet","svg","svg-1128","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Plazir"
"Polaar","Polaar","2282.099","3084.959","57.015","-658.79","—","Uncharted Region","Eidoloni","planet","svg","svg-1132","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Polaar"
"Polyneus","Polyneus","1810.719","2589.959","-188.555","-400.915","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1136","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Polyneus"
"Ponemah","Ponemah","1570.759","3057.959","-313.565","-644.724","—","Uncharted Region","Moddell","planet","svg","svg-1137","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ponemah"
"Pontus","Pontus","3218.879","3308.839","545.041","-775.423","—","Uncharted Region","Tolonda","planet","svg","svg-1138","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pontus"
"Pormthulis","Pormthulis","2611.719","2943.589","228.734","-585.142","—","Uncharted Region","Kira","planet","svg","svg-1139","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pormthulis"
"Port Haven","Port Haven","2338.939","1039.209","86.627","406.965","—","Uncharted Region","Cademimu","planet","svg","svg-1140","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Port%20Haven"
"Port Lennax","Port Lennax","2591.469","1242.209","218.185","301.21","—","Uncharted Region","Ojoster","planet","svg","svg-1141","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Port%20Lennax"
"Port Mackie","Port Mackie","1934.129","1386.209","-124.263","226.191","—","Uncharted Region","Vorc","planet","svg","svg-1142","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Port%20Mackie"
"Po’yin","Po’yin","3601.679","1283.649","744.464","279.621","—","Uncharted Region","Ash Worlds","planet","svg","svg-1143","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Po%E2%80%99yin"
"Primea","Primea","1187.469","1373.839","-513.244","232.636","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1147","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Primea"
"Protobranch","Protobranch","1956.629","2353.709","-112.542","-277.838","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1150","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Protobranch"
"Pyrr","Pyrr","3967.109","1146.169","934.839","351.243","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1151","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Pyrr"
"Qhulosk","Qhulosk","3682.299","1533.109","786.464","149.662","—","Uncharted Region","Periphery","planet","svg","svg-1154","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Qhulosk"
"Qualai","Qualai","2075.879","3885.959","-50.417","-1076.08","—","Uncharted Region","Kallea","planet","svg","svg-1156","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Qualai"
"Quarmendy","Quarmendy","3410.469","2748.579","644.852","-483.549","—","Uncharted Region","Manda","planet","svg","svg-1158","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Quarmendy"
"Quence","Quence","2906.129","3465.209","382.11","-856.885","—","Uncharted Region","Quence","planet","svg","svg-1162","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Quence"
"Quilken","Quilken","3540.969","2790.209","712.837","-505.237","—","Uncharted Region","Abrion","planet","svg","svg-1164","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Quilken"
"Raada","Raada","2875.769","936.324","366.294","460.564","—","Uncharted Region","D'Astan","planet","svg","svg-1167","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Raada"
"Rajtiri","Rajtiri","2955.969","1653.959","408.075","86.704","—","Uncharted Region","Dona Laza","planet","svg","svg-1171","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rajtiri"
"Ralchon","Ralchon","3528.259","3228.959","706.216","-733.809","—","Uncharted Region","Gaulus","planet","svg","svg-1173","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ralchon"
"Randa","Randa","309.972","3961.859","-970.385","-1115.62","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1175","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Randa"
"Rapacc","Rapacc","982.721","1299.589","-619.909","271.317","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1178","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rapacc"
"Rarlech","Rarlech","1559.849","981.21","-319.248","437.18","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1179","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rarlech"
"Reena","Reena","2258.299","2457.589","44.616","-331.955","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1185","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Reena"
"Reesaria","Reesaria","3941.019","1868.979","921.247","-25.313","—","Uncharted Region","Bheriz","planet","svg","svg-1186","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Reesaria"
"Refnu","Refnu","2665.959","932.78","256.991","462.41","—","Uncharted Region","Ciutric","planet","svg","svg-1187","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Refnu"
"Regis Kor","Regis Kor","1958.579","3179.579","-111.526","-708.083","—","Uncharted Region","Gendius","planet","svg","svg-1188","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Regis%20Kor"
"Rekardia","Rekardia","2137.759","2958.959","-18.18","-593.149","—","Uncharted Region","Vensensor","planet","svg","svg-1189","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rekardia"
"Rekelos","Rekelos","2139.219","2914.339","-17.419","-569.904","—","Uncharted Region","Arc d'Stot","planet","svg","svg-1190","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rekelos"
"Rentaxius","Rentaxius","2801.849","1532.459","327.785","150.001","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1193","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rentaxius"
"Reskin","Reskin","1848.799","3485.459","-168.717","-867.435","—","Uncharted Region","Koradin","planet","svg","svg-1194","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Reskin"
"Ribento","Ribento","2897.129","3494.459","377.422","-872.124","—","Uncharted Region","Quence","planet","svg","svg-1202","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ribento"
"Rilias","Rilias","2444.579","3402.659","141.661","-824.299","—","Uncharted Region","Seswenna","planet","svg","svg-1205","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rilias"
"Rina Major","Rina Major","1652.099","3144.589","-271.19","-689.855","—","Uncharted Region","Stensen","planet","svg","svg-1206","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rina%20Major"
"Rion","Rion","3698.429","1809.219","794.867","5.82","—","Uncharted Region","Kessel","planet","svg","svg-1209","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rion"
"Rior","Rior","2630.509","3429.209","238.523","-838.131","—","Uncharted Region","Tamarin","planet","svg","svg-1210","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rior"
"Riosa","Riosa","1956.629","1452.589","-112.542","191.61","—","Uncharted Region","Sin sector registrado","planet","svg","svg-1211","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Riosa"
"Ro Mira","Ro Mira","2926.549","1431.589","392.748","202.55","—","Uncharted Region","Vensori","planet","svg","svg-1213","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Ro%20Mira"
"Rohm","Rohm","2860.349","2858.089","358.261","-540.6","—","Uncharted Region","Hevvrol","planet","svg","svg-1216","legends","","https://starwars.fandom.com/wiki/Special:Search?query=Rohm"
"RTK111","RTK111","3673.459","2624.689","781.859","-419.008","—","Uncharted Region","Yminis","planet","svg","svg-1224","legends","","https://starwars.fandom.com/wiki/Special:Search?query=RTK111"
